ID	TARGET	TEXT	STANCE	CLEAN_SENTENCES	SEGMENT_SENTENCES
2910	深圳禁摩限电	你们这样报道不冤枉人吗？深圳虽然禁摩限电，但对快递业明明有特殊政策，快递业是可以使用备案过的二轮电动车，走禁行路段。这些人明明可以走正规途径上牌上路，非要图方便无证违章上路，上路还横冲直撞不遵守交规，不抓他们难道还要给他们发奖励吗？	FAVOR	你们这样报道不冤枉人吗 深圳虽然禁摩限电 但对快递业明明有特殊政策 快递业是可以使用备案过的二轮电动车 走禁行路段 这些人明明可以走正规途径上牌上路 非要图方便无证违章上路 上路还横冲直撞不遵守交规 不抓他们难道还要给他们发奖励吗 	你们,这样,报道,不,冤枉,人,吗,深圳,虽然,禁,摩,限电,但,对,快递,业,明明,有,特殊,特殊政策,政策,快递,业,是,可以,以使,使用,备案,过,的,二轮,电动,电动车,动车,走,禁行,行路,路段,这些,人,明明,可以,走,正规,途径,上牌,上路,非要,要图,方便,无证,违章,上路,上路,还,横冲,横冲直撞,直撞,不,遵守,交,规,不,抓,他们,难道,还要,给,他们,发奖,奖励,吗
2911	深圳禁摩限电	啥叫共同奋斗，深圳禁摩禁电谁整的，我的工资什么时候能到我手里	AGAINST	啥叫共同奋斗 深圳禁摩禁电谁整的 我的工资什么时候能到我手里	啥,叫,共同,共同奋斗,奋斗,深圳,禁,摩,禁,电,谁,整,的,我,的,工资,什么,时候,能到,我,手里
2912	深圳禁摩限电	我正在看#锵锵三人行# 完整版：深圳“禁摩限电” @腾讯视频 |完整版：深...	NONE	我正在看 锵锵三人行 完整版 深圳 禁摩限电 腾讯视频 完整版 深 	我,正在,看,锵锵,三人行,人行,完整,完整版,整版,深圳,禁,摩,限电,腾讯,视频,完整,完整版,整版,深
2913	深圳禁摩限电	#深圳禁摩限电# 以禁代管，政府实在无能！暴力执法！	AGAINST	 深圳禁摩限电 以禁代管 政府实在无能 暴力执法 	深圳,禁,摩,限电,以,禁,代管,政府,实在,无能,暴力,执法
2914	深圳禁摩限电	深圳禁摩限电太任性_  青岛也如此  禁摩限电 为何还要生产 为何可以买卖 为何不给挂牌办证 行与不行都是你们说了算？ http://t.cn/Rqyf0jI	AGAINST	深圳禁摩限电太任性 青岛也如此 禁摩限电 为何还要生产 为何可以买卖 为何不给挂牌办证 行与不行都是你们说了算 	深圳,禁,摩,限电,太,任性,青岛,也,如此,禁,摩,限电,为何,还要,生产,为何,可以,买卖,为何,何不,给,挂牌,办证,行,与,不行,都,是,你们,说了算
2915	深圳禁摩限电	#整治直击#根据网友举报“大浪南路道路两侧电动车很多，在机动车上横行，建议清理“一、龙华交警大队龙华交警中队已长期联合街道办打非部门、公安分局、机训大队在辖区范围内开展“禁摩限电”整治，对辖区内摩托车、电动车非法营运、冲禁令等违法行为进行查处。2016年1月至今，共查扣电动车4800余辆、	NONE	 整治直击 根据网友举报 大浪南路道路两侧电动车很多 在机动车上横行 建议清理 一 龙华交警大队龙华交警中队已长期联合街道办打非部门 公安分局 机训大队在辖区范围内开展 禁摩限电 整治 对辖区内摩托车 电动车非法营运 冲禁令等违法行为进行查处 年 月至今 共查扣电动车 余辆 	整治,直,击,根据,网友,举报,大浪,南路,路道,道路,两侧,电动,电动车,动车,很多,在,机动,机动车,动车,车上,横行,建议,清理,一,龙华,交警,交警大队,大队,龙华,交警,中队,已,长期,联合,街道,街道办,打非,部门,公安,公安分局,安分,分局,机,训,大队,在,辖区,范围,内,开展,禁,摩,限电,整治,对,辖区,区内,摩托,摩托车,托车,电动,电动车,动车,非法,营运,冲,禁令,等,违法,违法行为,行为,进行,查处,年,月,至今,共,查扣,电动,电动车,动车,余辆
2916	深圳禁摩限电	@财新视频【深圳“禁摩限电” 被改变的生活：快递员】深圳“禁摩限电”整治行动雷厉风行，快递行业首当其冲；90后快递企业加盟店主仅有的员工因遭抓车而辞退，店主请来双亲帮忙仍无法应付巨大量货件 http://t.cn/Rqo3BNy	NONE	 财新视频 深圳 禁摩限电 被改变的生活 快递员 深圳 禁摩限电 整治行动雷厉风行 快递行业首当其冲 后快递企业加盟店主仅有的员工因遭抓车而辞退 店主请来双亲帮忙仍无法应付巨大量货件 	财,新,视频,深圳,禁,摩,限电,被,改变,的,生活,快递,员,深圳,禁,摩,限电,整治,行动,雷厉风行,风行,快递,行业,首当,首当其冲,后,快递,企业,加盟,加盟店,店主,仅,有,的,员工,因,遭,抓,车,而,辞退,店主,请来,双亲,帮忙,仍,无法,应付,巨大,大量,货,件
2917	深圳禁摩限电	支持深圳交警！真该管管，亲身经历，一辆电动三轮逆向行驶，还是在一个高架桥路段，我从桥这头过来，到最高点看到前面的路时一辆三轮逆行迎面过来，紧急刹车外加打方向才避开，差点和旁边车撞上。 	FAVOR	支持深圳交警 真该管管 亲身经历 一辆电动三轮逆向行驶 还是在一个高架桥路段 我从桥这头过来 到最高点看到前面的路时一辆三轮逆行迎面过来 紧急刹车外加打方向才避开 差点和旁边车撞上 	支持,深圳,交警,真,该,管管,亲身,亲身经历,身经,经历,一辆,电动,三轮,逆向,逆向行驶,行驶,还是,在,一个,高架,高架桥,架桥,路段,我,从,桥,这,头,过来,到,最高,最高点,高点,看到,前面,的,路,时,一辆,三轮,逆行,迎面,过来,紧急,急刹车,刹车,车外,外加,加打,方向,才,避开,差点,和,旁边,车,撞,上
2918	深圳禁摩限电	这还让我们底层人民怎么活，看看你们这些开车的把空气污染成什么样！	AGAINST	这还让我们底层人民怎么活 看看你们这些开车的把空气污染成什么样 	这,还,让,我们,底层,人民,怎么,活,看看,你们,这些,开车,的,把,空气,空气污染,污染,染成,什么,什么样
2919	深圳禁摩限电	#深圳禁摩限电#丹竹头地铁站下面那么多摩的，你倒是抓啊？是不是交了保护费就视而不见！！ |深圳·丹竹...	FAVOR	 深圳禁摩限电 丹竹头地铁站下面那么多摩的 你倒是抓啊 是不是交了保护费就视而不见 深圳 丹竹 	深圳,禁,摩,限电,丹,竹头,地铁,地铁站,铁站,站下,下面,那么,多摩,的,你,倒,是,抓,啊,是不是,不是,交,了,保护,保护费,就,视而不见,不见,深圳,丹,竹
2920	深圳禁摩限电	深圳禁摩限电，我今早中招了	AGAINST	深圳禁摩限电 我今早中招了	深圳,禁,摩,限电,我,今,早,中招,了
2921	深圳禁摩限电	深圳的百姓们很老实啊，欺负到原始社会了//【深圳禁摩限电对准餐饮业:只可自行车送外卖】	AGAINST	深圳的百姓们很老实啊 欺负到原始社会了 深圳禁摩限电对准餐饮业 只可自行车送外卖 	深圳,的,百姓,们,很,老实,啊,欺负,到,原始,原始社会,社会,了,深圳,禁,摩,限电,对准,餐饮,餐饮业,只,可,自行,自行车,行车,送,外卖
2922	深圳禁摩限电	【“禁摩限电”：是对底层民众的漠视】今天他们会禁摩限电，明天他们就会砸烂其他他们没能力管的交通工具。更糟糕的是，这种管理方式明知是违法的。http://t.cn/Rq5yLj8	AGAINST	 禁摩限电 是对底层民众的漠视 今天他们会禁摩限电 明天他们就会砸烂其他他们没能力管的交通工具 更糟糕的是 这种管理方式明知是违法的 	禁,摩,限电,是,对,底层,民众,的,漠视,今天,他们,会,禁,摩,限电,明天,他们,就,会,砸烂,其他,他们,没能,能力,管,的,交通,交通工具,通工,工具,更糟,糟糕,的,是,这种,管理,管理方,方式,明知,是,违法,的
2923	深圳禁摩限电	3月21日，深圳“禁摩限电”工作开始集中整治。行动开展10天以来，共查扣电动车17975辆、拘留874人。然而有快递企业直言，因派件车辆不敢上路派送和接件，日接件量从8万件下降到1万，有些快递员则要待交警下班后才收派快递。	AGAINST	 月 日 深圳 禁摩限电 工作开始集中整治 行动开展 天以来 共查扣电动车 辆 拘留 人 然而有快递企业直言 因派件车辆不敢上路派送和接件 日接件量从 万件下降到 万 有些快递员则要待交警下班后才收派快递 	月,日,深圳,禁,摩,限电,工作,开始,集中,整治,行动,开展,天,以来,共,查扣,电动,电动车,动车,辆,拘留,人,然而,而有,快递,企业,直言,因,派,件,车辆,不敢,上路,派送,和,接,件,日,接,件,量,从,万件,下降,降到,万,有些,快递,员,则,要,待,交警,下班,后,才,收,派,快递
2924	深圳禁摩限电	到时候自行车多了，不知道会不会也禁止自行车上路呢？//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED	AGAINST	到时候自行车多了 不知道会不会也禁止自行车上路呢 深圳禁摩限电对准餐饮业 只可自行车送外卖 	到时候,时候,自行,自行车,行车,多,了,不知,知道,会,不会,也,禁止,自行,自行车,行车,车上,上路,呢,深圳,禁,摩,限电,对准,餐饮,餐饮业,只,可,自行,自行车,行车,送,外卖
2925	深圳禁摩限电	【深圳禁摩限电 桥下“电单车坟场”-图库-手机搜狐】更多精彩尽在360手机浏览器！http://t.cn/RqLEwK0	NONE	 深圳禁摩限电 桥下 电单车坟场 图库 手机搜狐 更多精彩尽在 手机浏览器 	深圳,禁,摩,限电,桥下,电单车,单车,坟场,图库,手机,搜狐,更多,精彩,尽,在,手机,浏览,浏览器
2926	深圳禁摩限电	【史上最强悍促销】闹得沸沸扬扬、查扣快递小哥的深圳禁摩限电，是为了卖汽车啊？史上最悍促销，牛！！@放眼观粤	AGAINST	 史上最强悍促销 闹得沸沸扬扬 查扣快递小哥的深圳禁摩限电 是为了卖汽车啊 史上最悍促销 牛 放眼观粤	史,上,最强,强悍,促销,闹,得,沸沸,沸沸扬扬,扬扬,查扣,快递,小哥,的,深圳,禁,摩,限电,是,为了,卖,汽车,啊,史,上,最,悍,促销,牛,放眼,观,粤
2927	深圳禁摩限电	我评论了新闻【西安现阶段该不该“禁摩限电” 专家:时机不成熟】：庞大的官僚队伍，对凡是不好管的事情均一禁了之，要这样的官僚机构有啥意义？电摩等交通工具不能只是禁绝，而应该纳入道路交通安全法的管理中，交警冠冕堂皇 http://t.cn/Rq0YY75	AGAINST	我评论了新闻 西安现阶段该不该 禁摩限电 专家 时机不成熟 庞大的官僚队伍 对凡是不好管的事情均一禁了之 要这样的官僚机构有啥意义 电摩等交通工具不能只是禁绝 而应该纳入道路交通安全法的管理中 交警冠冕堂皇 	我,评论,了,新闻,西安,现阶段,阶段,该不该,不该,禁,摩,限电,专家,时机,不成,成熟,庞大,的,官僚,队伍,对,凡是,不好,管,的,事情,均,一禁,了,之,要,这样,的,官僚,官僚机构,僚机,机构,有,啥,意义,电,摩,等,交通,交通工具,通工,工具,不能,只是,禁绝,而,应该,纳入,入道,道路,道路交通,交通,交通安全,安全,安全法,的,管理,中,交警,冠冕,冠冕堂皇,堂皇
2928	深圳禁摩限电	#深圳禁摩限电#无药可救，这样不违法？	AGAINST	 深圳禁摩限电 无药可救 这样不违法 	深圳,禁,摩,限电,无,药,可救,这样,不,违法
2929	深圳禁摩限电	大宛（yuan）一声【视频：2016-04-23笑逐言开 尉迟：深圳“禁摩限电”10天查扣17975辆车】：|2016-04-23...（分享自 @凤凰视频）	NONE	大宛 一声 视频 笑逐言开 尉迟 深圳 禁摩限电 天查扣 辆车 分享自 凤凰视频 	大宛,一声,视频,笑,逐,言,开,尉迟,深圳,禁,摩,限电,天,查扣,辆车,分享,自,凤凰,视频
2930	深圳禁摩限电	晚上十二点了，窗外电摩喇叭滴滴滴的吵死了，我住二十楼都觉得很吵诶！请警察叔叔@深圳交警 @深圳市城市管理局 @深圳政府在线 @深圳公安 尽快给市民一个 ”关于治理电摩” 的方案 这个”人民内部矛盾”很尖锐呀，信我啊。@深圳特区报 |深圳·巴蜀...	FAVOR	晚上十二点了 窗外电摩喇叭滴滴滴的吵死了 我住二十楼都觉得很吵诶 请警察叔叔 深圳交警 深圳市城市管理局 深圳政府在线 深圳公安 尽快给市民一个 关于治理电摩 的方案 这个 人民内部矛盾 很尖锐呀 信我啊 深圳特区报 深圳 巴蜀 	晚上,晚上十,十二,十二点,二点,了,窗外,外电,摩,喇叭,滴滴,滴滴,的,吵,死,了,我,住,二十,十楼,都,觉得,很,吵,诶,请,警察,叔叔,深圳,交警,深圳,深圳市,城市,管理,管理局,深圳,政府,在线,深圳,公安,尽快,给,市民,一个,关于,治理,电,摩,的,方案,这个,人民,内部,内部矛盾,矛盾,很,尖锐,呀,信,我,啊,深圳,深圳特区,特区,特区报,深圳,巴蜀
2931	深圳禁摩限电	讲道理禁摩禁电好啊	FAVOR	讲道理禁摩禁电好啊	讲道,讲道理,道理,禁,摩,禁,电,好,啊
2932	深圳禁摩限电	最近很多大V发微博BB深圳禁摩限电的事，我都想骂人了，净是瞎BB，批评懒政暴政，甚至唱衰深圳的都来了，可是每次一拉出评论我就释然了。为什么深圳有希望，因为我们懂得辨别，会独立思考，这就是深圳，大路朝天，我走中间	FAVOR	最近很多大 发微博 深圳禁摩限电的事 我都想骂人了 净是瞎 批评懒政暴政 甚至唱衰深圳的都来了 可是每次一拉出评论我就释然了 为什么深圳有希望 因为我们懂得辨别 会独立思考 这就是深圳 大路朝天 我走中间	最近,很多,大,发,微,博,深圳,禁,摩,限电,的,事,我,都,想,骂人,了,净,是,瞎,批评,懒,政,暴政,甚至,唱,衰,深圳,的,都,来,了,可是,每次,一,拉出,评论,我,就,释然,了,为什么,什么,深圳,有,希望,因为,我们,懂得,辨别,会,独立,独立思考,思考,这,就是,深圳,大路,朝,天,我,走,中间
2933	深圳禁摩限电	#深圳禁摩限电#有没有想过，社会底层的老百姓怎么活，唯一的生存空间都被剥夺，买不起汽车，只有走了， |富阳市	AGAINST	 深圳禁摩限电 有没有想过 社会底层的老百姓怎么活 唯一的生存空间都被剥夺 买不起汽车 只有走了 富阳市	深圳,禁,摩,限电,有没有,没有,想,过,社会,社会底层,底层,的,老百姓,百姓,怎么,活,唯一,的,生存,生存空间,空间,都,被,剥夺,买不起,汽车,只有,走,了,富阳,富阳市
2934	深圳禁摩限电	#西安身边事#【西安该不该“禁摩限电”】最近，全国多地“禁摩限电”。西安交警部门也集中整治交通违法，严查两三轮非法载客。数据显示，西安至少有70万辆电动车，而这仅限于挂牌车辆，未挂牌的“黑车”有多少，无据可查。电动车泛滥交通意识淡薄，该不该“禁摩限电”？来投票： http://t.cn/Rq54ed4	NONE	 西安身边事 西安该不该 禁摩限电 最近 全国多地 禁摩限电 西安交警部门也集中整治交通违法 严查两三轮非法载客 数据显示 西安至少有 万辆电动车 而这仅限于挂牌车辆 未挂牌的 黑车 有多少 无据可查 电动车泛滥交通意识淡薄 该不该 禁摩限电 来投票 	西安,安身,身边,事,西安,该不该,不该,禁,摩,限电,最近,全国,多,地,禁,摩,限电,西安,交警,交警部门,部门,也,集中,整治,交通,违法,严查,两三,三轮,非法,载客,数据,显示,西安,至少,少有,万辆,电动,电动车,动车,而,这,仅限,仅限于,限于,挂牌,车辆,未,挂牌,的,黑车,有,多少,无,据,可查,电动,电动车,动车,泛滥,滥交,交通,意识,淡薄,该不该,不该,禁,摩,限电,来,投票
2935	深圳禁摩限电	亲爱的警官，人民卫士们，你们禁摩限电的时候能不能别只查自行车道上那些小杂鱼啊。每天早上骑车上学，看到整个经十路上全是无牌大排量摩托，就从交警身边呼啸而过，也没见着拦啊@济南交警	FAVOR	亲爱的警官 人民卫士们 你们禁摩限电的时候能不能别只查自行车道上那些小杂鱼啊 每天早上骑车上学 看到整个经十路上全是无牌大排量摩托 就从交警身边呼啸而过 也没见着拦啊 济南交警	亲爱,的,警官,人民,卫士,们,你们,禁,摩,限电,的,时候,能,不能,别,只,查,自行,自行车,自行车道,行车,行车道,车道,上,那些,些小,杂鱼,啊,每天,早上,骑车,车上,上学,看到,整个,经,十路,路上,全,是,无,牌,大排量,排量,摩托,就,从,交警,身边,呼啸,呼啸而过,而过,也,没见,着,拦,啊,济南,交警
2936	深圳禁摩限电	深圳禁摩限电这么大声势，布吉下水径长龙路阳光花园门口还是法外之地么？摩托三轮载客依旧我行我素！执法莫忘布吉，布吉莫忘阳光花园，这里是交通各种乱象的重灾区！@深圳交警 @深圳龙岗交警	FAVOR	深圳禁摩限电这么大声势 布吉下水径长龙路阳光花园门口还是法外之地么 摩托三轮载客依旧我行我素 执法莫忘布吉 布吉莫忘阳光花园 这里是交通各种乱象的重灾区 深圳交警 深圳龙岗交警	深圳,禁,摩,限电,这么,大声,声势,布,吉,下水,径,长龙,路,阳光,花园,门口,还是,法,外,之,地,么,摩托,三轮,载客,依旧,我行,我行我素,执法,莫忘,布,吉,布,吉莫,莫忘,阳光,花园,这里,是,交通,各种,乱象,的,重灾,重灾区,灾区,深圳,交警,深圳,龙岗,交警
2937	深圳禁摩限电	 我骑自行车20分钟10公里，6小时100公里，根本不需要电动。来一起骑车吧，根本不怕他禁 	AGAINST	 我骑自行车 分钟 公里 小时 公里 根本不需要电动 来一起骑车吧 根本不怕他禁 	我,骑,自行,自行车,行车,分钟,公里,小时,公里,根本,不,需要,电动,来,一起,骑车,吧,根本,不怕,他,禁
2938	深圳禁摩限电	#深圳禁摩限电#徒步不是更好，不用交警，没有尾气。不要推卸责任！	AGAINST	 深圳禁摩限电 徒步不是更好 不用交警 没有尾气 不要推卸责任 	深圳,禁,摩,限电,徒步,不是,更好,不用,交警,没有,尾气,不要,推卸,推卸责任,卸责,卸责任,责任
2939	深圳禁摩限电	#深圳禁摩限电#在中国，政府做事永远只是去堵截，从来没有想过如何去疏导，好笑！不让用，应该是禁止生产，不是抓老百姓！	AGAINST	 深圳禁摩限电 在中国 政府做事永远只是去堵截 从来没有想过如何去疏导 好笑 不让用 应该是禁止生产 不是抓老百姓 	深圳,禁,摩,限电,在,中国,政府,做事,永远,只是,去,堵截,从来,从来没,没有,想,过,如何,去,疏导,好笑,不让,用,应该,该是,禁止,生产,不是,抓,老百姓,百姓
2940	深圳禁摩限电	深圳的“禁摩限电”专项集中整治行动。深圳狂查电动车，有快递员被拘，上千快递员辞职	AGAINST	深圳的 禁摩限电 专项集中整治行动 深圳狂查电动车 有快递员被拘 上千快递员辞职	深圳,的,禁,摩,限电,专项,集中,整治,行动,深圳,狂,查,电动,电动车,动车,有,快递,员,被,拘,上千,快递,员,辞职
2941	深圳禁摩限电	深圳禁摩限电 10天查扣1.7万辆拘留874人【深圳这帮70后官僚接班，也用不着什么颜色革命了。70后官僚这么嚣张，80后还不得上天呐。谁能救救中国呀】	AGAINST	深圳禁摩限电 天查扣 万辆拘留 人 深圳这帮 后官僚接班 也用不着什么颜色革命了 后官僚这么嚣张 后还不得上天呐 谁能救救中国呀 	深圳,禁,摩,限电,天,查扣,万辆,拘留,人,深圳,这帮,后,官僚,接班,也,用不着,不着,什么,颜色,革命,了,后,官僚,这么,嚣张,后,还,不得,上天,呐,谁,能,救救,中国,呀
2942	深圳禁摩限电	 珠海要是有这么高强度，市区就不会有那么多摩托车横冲直撞了	FAVOR	 珠海要是有这么高强度 市区就不会有那么多摩托车横冲直撞了	珠海,要是,有,这么,高强,高强度,强度,市区,就,不会,有,那么,多摩,摩托,摩托车,托车,横冲,横冲直撞,直撞,了
2943	深圳禁摩限电	有这样欺负人的吗？ 问了保安这辆警车“粤-02308警”在这停了一下午了，我就上楼那个东西，发誓没超过三分钟，就算罚也得一起罚吧，眼看着协警骑着电摩叫他都不理！ 桂圆北路，煤场路，智选假日酒店、雅馨居路边@深圳交警 请问这样处理公平吗？合理吗？	NONE	有这样欺负人的吗 问了保安这辆警车 粤 警 在这停了一下午了 我就上楼那个东西 发誓没超过三分钟 就算罚也得一起罚吧 眼看着协警骑着电摩叫他都不理 桂圆北路 煤场路 智选假日酒店 雅馨居路边 深圳交警 请问这样处理公平吗 合理吗 	有,这样,欺负,欺负人,的,吗,问,了,保安,这辆,警车,粤,警,在,这,停,了,一下,下午,了,我,就,上楼,那个,东西,发誓,没,超过,三分,三分钟,分钟,就算,罚,也,得,一起,罚,吧,眼看,看着,协,警,骑,着,电,摩,叫,他,都,不理,桂圆,北路,煤场,路,智,选,假日,假日酒店,酒店,雅,馨,居,路边,深圳,交警,请问,这样,处理,公平,吗,合理,吗
2944	深圳禁摩限电	竟然电动车都禁了，还留自行车干嘛？//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED	AGAINST	竟然电动车都禁了 还留自行车干嘛 深圳禁摩限电对准餐饮业 只可自行车送外卖 	竟然,电动,电动车,动车,都,禁,了,还,留,自行,自行车,行车,干嘛,深圳,禁,摩,限电,对准,餐饮,餐饮业,只,可,自行,自行车,行车,送,外卖
2945	深圳禁摩限电	没有考虑老百姓的心声，没有关注各个阶层的现状。这样的一刀切是不能解决问题的。 	AGAINST	没有考虑老百姓的心声 没有关注各个阶层的现状 这样的一刀切是不能解决问题的 	没有,考虑,老百姓,百姓,的,心声,没有,有关,关注,各个,阶层,的,现状,这样,的,一刀,一刀切,刀切,是,不能,能解,解决,解决问题,问题,的
2946	深圳禁摩限电	祸起电瓶车！#深圳禁摩限电#首日拘留三百余人http://t.cn/RqLQaP2  |	FAVOR	祸起电瓶车 深圳禁摩限电 首日拘留三百余人 	祸,起,电瓶,电瓶车,深圳,禁,摩,限电,首日,拘留,三百,三百余,百余,百余人
2947	深圳禁摩限电	【禁摩限电：警方“禁摩限电”的行政管理“内卷化”做法，几乎和晚清政府为增加国库收入如出一辙：当外部发展乏力的时候，就向内部百姓要政绩。深圳出台“禁摩限电”的“奖励标准”，事实上是把行政管理权力度让给“想捞取利益但又不用对社会管理负责的营利性经纪人控制”， http://t.cn/Rq49CcM	AGAINST	 禁摩限电 警方 禁摩限电 的行政管理 内卷化 做法 几乎和晚清政府为增加国库收入如出一辙 当外部发展乏力的时候 就向内部百姓要政绩 深圳出台 禁摩限电 的 奖励标准 事实上是把行政管理权力度让给 想捞取利益但又不用对社会管理负责的营利性经纪人控制 	禁,摩,限电,警方,禁,摩,限电,的,行政,管理,内卷,化,做法,几乎,和,晚清,清政府,政府,为,增加,加国,国库,收入,如出一辙,一辙,当,外部,部发,发展,乏力,的,时候,就,向,内部,百姓,要,政绩,深圳,出台,禁,摩,限电,的,奖励,标准,事实,事实上,是,把,行政,管理,管理权,权力,力度,让给,想,捞取,利益,但,又,不用,对,社会,会管,管理,负责,的,营利,营利性,经纪,经纪人,控制
2948	深圳禁摩限电	深圳沙井街头带冲锋枪查电摩	NONE	深圳沙井街头带冲锋枪查电摩	深圳,沙井,街头,带,冲锋,冲锋枪,查,电,摩
2949	深圳禁摩限电	"汽车与马车的战争_罗友之家 联想到最近闹得沸沸扬扬的""禁摩限电""风波：面对电动车这一新生事物，并且它已经和我们的日常生活密不可分，我们是重新走一遍别人的弯路，还走出一条属于自己的路？道路交通规则始终都是随着社会和科技的进步而不断完善的 http://t.cn/RqX7Kl0"	NONE	汽车与马车的战争 罗友之家 联想到最近闹得沸沸扬扬的 禁摩限电 风波 面对电动车这一新生事物 并且它已经和我们的日常生活密不可分 我们是重新走一遍别人的弯路 还走出一条属于自己的路 道路交通规则始终都是随着社会和科技的进步而不断完善的 	汽车,与,马车,的,战争,罗,友,之家,联想,想到,最近,闹,得,沸沸,沸沸扬扬,扬扬,的,禁,摩,限电,风波,面对,电动,电动车,动车,这,一新,新生,新生事物,生事,事物,并且,它,已经,和,我们,的,日常,日常生活,常生,生活,密不可分,不可,可分,我们,是,重新,走一遍,一遍,别人,的,弯路,还,走出,一条,属于,自己,的,路,道路,道路交通,交通,交通规则,规则,始终,都,是,随着,社会,和,科技,的,进步,而,不断,不断完善,完善,的
2950	深圳禁摩限电	#深圳禁摩限电#md 随便一套房子几百万 还要淘宝干什么	NONE	 深圳禁摩限电 随便一套房子几百万 还要淘宝干什么	深圳,禁,摩,限电,随便,一套,套房,房子,几百,几百万,百万,还要,淘宝,干什么,什么
2951	深圳禁摩限电	电动车厂商应该严格限制电动车的速度，电动自行车的尴尬就在于，在自行车道上走，太快，在机动车道上走，太慢。如果按照台湾或者东南亚地区摩托车管理的方式来管理，就要驾驶员参加考试，严格管理。电动车厂商也要从严把控质量，为消费者的生命负责。 	NONE	电动车厂商应该严格限制电动车的速度 电动自行车的尴尬就在于 在自行车道上走 太快 在机动车道上走 太慢 如果按照台湾或者东南亚地区摩托车管理的方式来管理 就要驾驶员参加考试 严格管理 电动车厂商也要从严把控质量 为消费者的生命负责 	电动,电动车,动车,车厂,厂商,应该,严格,限制,电动,电动车,动车,的,速度,电动,自行,自行车,行车,的,尴尬,就,在于,在,自行,自行车,自行车道,行车,行车道,车道,上,走,太,快,在,机动,机动车,机动车道,动车,车道,上,走,太慢,如果,按照,台湾,或者,东南,东南亚,东南亚地区,南亚,南亚地区,地区,摩托,摩托车,托车,车管,管理,的,方式,来,管理,就要,驾驶,驾驶员,参加,参加考试,加考,考试,严格,严格管理,管理,电动,电动车,动车,车厂,厂商,也,要从严,从严,把,控,质量,为,消费,消费者,的,生命,负责
2952	深圳禁摩限电	标准没制定好，配套的管理措施没有，相关的市场监管没有，嗯，出了问题板子打在了群众身上。当年鸦片泛滥的时候，我们历史书还教育我们重要的原因是因为腐败无能的政府。选择性的依法行政，尤其是针对群众选择性的依法行政，这不是法治，而是以法律的名义公然耍流氓。 	AGAINST	标准没制定好 配套的管理措施没有 相关的市场监管没有 嗯 出了问题板子打在了群众身上 当年鸦片泛滥的时候 我们历史书还教育我们重要的原因是因为腐败无能的政府 选择性的依法行政 尤其是针对群众选择性的依法行政 这不是法治 而是以法律的名义公然耍流氓 	标准,没,制定,定好,配套,的,管理,措施,没有,相关,的,市场,市场监管,监管,没有,嗯,出,了,问题,板子,打,在,了,群众,身上,当年,鸦片,泛滥,的,时候,我们,历史,史书,还,教育,我们,重要,的,原因,是因为,因为,腐败,腐败无能,无能,的,政府,选择,选择性,的,依法,依法行政,行政,尤其,是,针对,群众,选择,选择性,的,依法,依法行政,行政,这,不是,法治,而是,以法,法律,的,名义,公然,耍流氓,流氓
2953	深圳禁摩限电	看清楚，人家写的范围是“非法营运的二轮电动车”！深圳的快递公司用的电单车是可以登记的好吗！媒体发微博的时候能不能不这样选择性报道啊！ 	FAVOR	看清楚 人家写的范围是 非法营运的二轮电动车 深圳的快递公司用的电单车是可以登记的好吗 媒体发微博的时候能不能不这样选择性报道啊 	看清,看清楚,清楚,人家,写,的,范围,是,非法,营运,的,二轮,电动,电动车,动车,深圳,的,快递,公司,用,的,电单车,单车,是,可以,登记,的,好,吗,媒体,发,微,博,的,时候,能,不能,不能不,这样,选择,选择性,报道,啊
2954	深圳禁摩限电	这样的治理思路，真是让人心寒。	AGAINST	这样的治理思路 真是让人心寒 	这样,的,治理,思路,真是,让,人心,心寒
2955	深圳禁摩限电	#深圳禁摩限电#不赞同！这是对民生的无视，公权法的滥用！	AGAINST	 深圳禁摩限电 不赞同 这是对民生的无视 公权法的滥用 	深圳,禁,摩,限电,不,赞同,这,是,对,民生,的,无视,公权,法,的,滥用
2956	深圳禁摩限电	是有效果的，曾经看到非法摩的在路上乱串，还逆行，差点撞到人还在破口大骂。太讨厌了[怒]现在看到没摩的载客感觉路面上舒坦很多，交警治理很不错，我很支持。那些谩骂交警的人。你们没经历过我上面所说的你还会在这里骂？？？	FAVOR	是有效果的 曾经看到非法摩的在路上乱串 还逆行 差点撞到人还在破口大骂 太讨厌了 怒 现在看到没摩的载客感觉路面上舒坦很多 交警治理很不错 我很支持 那些谩骂交警的人 你们没经历过我上面所说的你还会在这里骂 	是,有效,效果,的,曾经,看到,非法,摩,的,在,路上,乱,串,还,逆行,差点,撞到,人,还,在,破口,破口大骂,太,讨厌,了,怒,现在,看到,没,摩,的,载客,感觉,路面,面上,舒坦,很多,交警,治理,很,不错,我,很,支持,那些,谩骂,交警,的,人,你们,没经,经历,过,我,上面,所说,的,你,还,会,在,这里,骂
