ID	TARGET	TEXT	CLEAN_SENTENCES	SEGMENT_SENTENCES
2283	开放二胎	纵观五千年来 作为唯一没有兄弟姐们的一代！我提议！既然开放二胎没人睬 不如直接开放二房来！-思想家KK小神 晚安	纵观五千年来 作为唯一没有兄弟姐们的一代 我提议 既然开放二胎没人睬 不如直接开放二房来 思想家 小神 晚安	纵观,五千,五千年,千年,年来,作为,唯一,没有,兄弟,姐们,的,一代,我,提议,既然,开放,二胎,没人,睬,不如,直接,开放,二房,来,思想,思想家,小神,晚安
2284	开放二胎	从小一直在独生子女环境长大，孤独是孤独，可是感觉和朋友同龄人的关系会更近，有钱的想生就生呗，身边又不缺这种例子。只是现在在大学，看到农村的个个都是兄弟姐妹的，大一的时候和人聊天会突然被说你是独生的吧城市的吧有些郁闷。可能独生女典型优缺点太明显了吧	从小一直在独生子女环境长大 孤独是孤独 可是感觉和朋友同龄人的关系会更近 有钱的想生就生呗 身边又不缺这种例子 只是现在在大学 看到农村的个个都是兄弟姐妹的 大一的时候和人聊天会突然被说你是独生的吧城市的吧有些郁闷 可能独生女典型优缺点太明显了吧	从小,一直,在,独生,独生子,独生子女,生子,子女,环境,长大,孤独,是,孤独,可是,感觉,和,朋友,同龄,同龄人,的,关系,会,更,近,有钱,的,想,生就,生,呗,身边,又,不,缺,这种,例子,只是,现在,在,大学,看到,农村,的,个个,都,是,兄弟,兄弟姐妹,姐妹,的,大,一,的,时候,和,人,聊天,天会,突然,被,说,你,是,独生,的,吧,城市,的,吧,有些,郁闷,可能,独生,独生女,典型,优缺点,缺点,太,明显,了,吧
2285	开放二胎	想起了关于国家开放二胎政策的一段往事。元旦过后，我参加【秀才来了】节目互动，内容是放开政策后，假如你符合条件，你要不要二胎？我发表了观点并得到了主持人的评论：理想很丰满，现实最骨感；造人十个月，成家要百万。全家主义定，给钱也不敢。	想起了关于国家开放二胎政策的一段往事 元旦过后 我参加 秀才来了 节目互动 内容是放开政策后 假如你符合条件 你要不要二胎 我发表了观点并得到了主持人的评论 理想很丰满 现实最骨感 造人十个月 成家要百万 全家主义定 给钱也不敢 	想起,了,关于,国家,开放,二胎,政策,的,一段,往事,元旦,过后,我,参加,秀才,来,了,节目,互动,内容,是,放开,政策,后,假如,你,符合,符合条件,条件,你,要,不要,二胎,我,发表,了,观点,并得,得到,了,主持,主持人,的,评论,理想,很,丰满,现实,最,骨感,造人,十个,十个月,成家,要,百万,全家,家主,主义,定,给钱,也,不敢
2286	开放二胎	中国实行计划生育37年，去年开放二胎，现在我的亲戚里已经有三家人怀上二胎了	中国实行计划生育 年 去年开放二胎 现在我的亲戚里已经有三家人怀上二胎了	中国,实行,计划,计划生育,生育,年,去年,开放,二胎,现在,我,的,亲戚,里,已经,有,三家,家人,怀上,二胎,了
2287	开放二胎	姚晨在#梦想合伙人# 发布会上自曝怀上了二胎。好像是胖了一些呢，还是说没ps过的照片就是这么残忍	姚晨在 梦想合伙人 发布会上自曝怀上了二胎 好像是胖了一些呢 还是说没 过的照片就是这么残忍	姚,晨,在,梦想,合伙,合伙人,发布,发布会,会上,上自,曝,怀上,了,二胎,好像,像是,胖,了,一些,呢,还是,说,没,过,的,照片,就是,这么,残忍
2288	开放二胎	什么二胎政策一开放。都是挺着大肚子出来一个我还养不好。天天操碎了心。 累死人。 得了吧。就这一个就好。	什么二胎政策一开放 都是挺着大肚子出来一个我还养不好 天天操碎了心 累死人 得了吧 就这一个就好 	什么,二胎,政策,一开,开放,都,是,挺,着,大肚,大肚子,肚子,出来,一个,我,还养,不好,天天,操,碎了心,累死,人,得了吧,就,这,一个,就,好
2289	开放二胎	"从战略层面看，中国开放二胎、""吸金储油""、传统产业转型升级等战略，以便应对真正面临的三大长期风险:人口、能源短缺和环境污染。"	从战略层面看 中国开放二胎 吸金储油 传统产业转型升级等战略 以便应对真正面临的三大长期风险 人口 能源短缺和环境污染 	从,战略,层面,看,中国,开放,二胎,吸金,储油,传统,传统产业,产业,转型,升级,等,战略,以便,应对,真正,正面,面临,的,三,大,长期,风险,人口,能源,短缺,和,环境,环境污染,污染
2290	开放二胎	全讯网 姚晨在2012年与摄影师曹郁在新西兰举办了婚礼，婚后生下儿子小土豆，也经常在微博分享母子日常，如今又怀上二胎，虽然不知道性别，但一定也会是一个幸福满满的四口之家，期待小宝宝的降生。	全讯网 姚晨在 年与摄影师曹郁在新西兰举办了婚礼 婚后生下儿子小土豆 也经常在微博分享母子日常 如今又怀上二胎 虽然不知道性别 但一定也会是一个幸福满满的四口之家 期待小宝宝的降生 	全,讯,网,姚,晨,在,年,与,摄影,摄影师,曹,郁,在,新西兰,西兰,举办,了,婚礼,婚后,后生,生下,儿子,小土,小土豆,土豆,也,经常,在,微,博,分享,母子,日常,如今,又,怀上,二胎,虽然,不知,知道,性别,但,一定,也,会,是,一个,幸福,满满,满满的,四口,之家,期待,小宝,小宝宝,宝宝,的,降生
2291	开放二胎	四十多岁菜不会切 蒸米不知放多少水 奶没喂过 没有安全意识的二胎妈妈简直被老公宠的不要不要的啊！但我还是喜欢DJ和JJW和RYY这种 女人还是应该有女人的样子 如果四十多岁家务没做过喂奶没喂过说出来也没人会羡慕的！	四十多岁菜不会切 蒸米不知放多少水 奶没喂过 没有安全意识的二胎妈妈简直被老公宠的不要不要的啊 但我还是喜欢 和 和 这种 女人还是应该有女人的样子 如果四十多岁家务没做过喂奶没喂过说出来也没人会羡慕的 	四十,四十多,四十多岁,十多,十多岁,多岁,菜,不会,切,蒸,米,不知,放,多少,水,奶,没,喂,过,没有,安全,安全意识,全意,意识,的,二胎,妈妈,简直,被,老公,宠,的,不要,不要,的,啊,但,我,还是,喜欢,和,和,这种,女人,还是,应该,有,女人,的,样子,如果,四十,四十多,四十多岁,十多,十多岁,多岁,家务,没,做,过,喂奶,没,喂,过,说出,出来,也,没人,会,羡慕,的
2292	开放二胎	生的起，养不起，国家不知道怎么想的，计划生育几十年了，现在开放二胎，有用吗？等到下一代成年，估计我们得卖血给孩子结婚。http://t.cn/RqzW96f	生的起 养不起 国家不知道怎么想的 计划生育几十年了 现在开放二胎 有用吗 等到下一代成年 估计我们得卖血给孩子结婚 	生,的,起,养不起,国家,不知,知道,怎么,想,的,计划,计划生育,生育,几十,几十年,十年,了,现在,开放,二胎,有用,有用吗,等到,下一代,一代,成年,估计,我们,得,卖,血,给,孩子,结婚
2293	开放二胎	1979年，第五届全国人民代表大会第二次会议提出，鼓励一对夫妇只生育一个孩子。2015年10月29日，中共十八届五中全会决定全面放开二胎。36年的计划生育，一家只能生一个废除了。孤单长大也许只是我们这一代的记忆。要对父母好一点更好一点，毕竟他们只有我。	 年 第五届全国人民代表大会第二次会议提出 鼓励一对夫妇只生育一个孩子 年 月 日 中共十八届五中全会决定全面放开二胎 年的计划生育 一家只能生一个废除了 孤单长大也许只是我们这一代的记忆 要对父母好一点更好一点 毕竟他们只有我 	年,第五,第五届,五届,全国,全国人民代表大会,国人,人民,人民代表,人民代表大会,代表,代表大会,大会,第二,第二次,二次,会议,提出,鼓励,一对,夫妇,只,生育,一个,孩子,年,月,日,中共,十八,八届,五中,五中全会,全会,决定,全面,放开,二胎,年,的,计划,计划生育,生育,一家,只能,生,一个,废除,除了,孤单,长大,也许,只是,我们,这,一代,的,记忆,要,对,父母,好,一点,更好,一点,毕竟,他们,只有,我
2294	开放二胎	对于这个话题，90后最有话说了，你们不能明白独生子女的痛苦，很久之前是很不懂事，不让爸妈生二胎，现在后悔已来不及，每一年过年家里都是三个人	对于这个话题 后最有话说了 你们不能明白独生子女的痛苦 很久之前是很不懂事 不让爸妈生二胎 现在后悔已来不及 每一年过年家里都是三个人	对于,这个,话题,后,最,有,话,说,了,你们,不能,明白,独生,独生子,独生子女,生子,子女,的,痛苦,很久,久之,之前,是,很,不懂事,懂事,不让,爸妈,生二胎,二胎,现在,后悔,已,来不及,不及,每,一年,过年,家里,都,是,三个,个人
2295	开放二胎	我觉得应该实行“优生学”和“晚婚晚育”，大多中国人最好先不要急着生育，把个人素养和自身能力提高后，再考虑生孩子，不然孩子日后的文化教育、生活条件、心理成长、民族公德都还是一样落后。	我觉得应该实行 优生学 和 晚婚晚育 大多中国人最好先不要急着生育 把个人素养和自身能力提高后 再考虑生孩子 不然孩子日后的文化教育 生活条件 心理成长 民族公德都还是一样落后 	我,觉得,应该,实行,优生,优生学,和,晚婚,晚婚晚育,晚育,大多,中国,国人,最好,先,不要,急,着,生育,把,个人,素养,和,自身,能力,提高,后,再,考虑,生,孩子,不然,孩子,日后,的,文化,文化教育,教育,生活,条件,心理,理成,成长,民族,公德,德都,还是,一样,落后
2296	开放二胎	本来想要二胎，但突然想到如果老人养的话肯定不能按照自己的育儿观念，自己养又没这么多精力，还是算了吧	本来想要二胎 但突然想到如果老人养的话肯定不能按照自己的育儿观念 自己养又没这么多精力 还是算了吧	本来,想要,二胎,但,突然,想到,如果,老人,养,的话,肯定,不能,按照,照自,自己,的,育儿,育儿观,观念,自己,养,又,没,这么,多,精力,还是,算了,算了吧
2297	开放二胎	再不生二胎就高龄产妇了!很多妈妈被这句话吓一个激灵，仔细审视一下自己的年龄，好像确实如此。但是，我们一胎都没生的怎么办……那么，你想知道怎样才能怀上宝宝吗?怎么样命中率才高吗?	再不生二胎就高龄产妇了 很多妈妈被这句话吓一个激灵 仔细审视一下自己的年龄 好像确实如此 但是 我们一胎都没生的怎么办 那么 你想知道怎样才能怀上宝宝吗 怎么样命中率才高吗 	再,不,生二胎,二胎,就,高龄,高龄产妇,产妇,了,很多,妈妈,被,这,句,话,吓,一个,激灵,仔细,细审,审视,一下,下自,自己,的,年龄,好像,确实,如此,但是,我们,一胎,都,没生,的,怎么,怎么办,那么,你,想,知道,怎样,怎样才能,才能,怀上,宝宝,吗,怎么,怎么样,命中,命中率,才,高,吗
2298	开放二胎	日子平平淡淡就过去了，现在回头看看时间过得好快，不知不觉到了适婚的年龄，身边最夸张的是小熊和甸甸，一个二胎已经卸货，一个二胎待卸货，然而目前为止还是觉得结婚是件非常遥远的事情，就算身边的人一个个都嫁了。那么，再过5年，谁还会在我身边呢。	日子平平淡淡就过去了 现在回头看看时间过得好快 不知不觉到了适婚的年龄 身边最夸张的是小熊和甸甸 一个二胎已经卸货 一个二胎待卸货 然而目前为止还是觉得结婚是件非常遥远的事情 就算身边的人一个个都嫁了 那么 再过 年 谁还会在我身边呢 	日子,平平,平平淡淡,平淡,淡淡,就,过去,了,现在,回头,看看,时间,过,得,好,快,不知,不知不觉,不觉,到,了,适婚,的,年龄,身边,最,夸张,的,是,小熊,和,甸,甸,一个,二胎,已经,卸货,一个,二胎,待,卸货,然而,目前,目前为止,前为,为止,还是,觉得,结婚,是,件,非常,遥远,的,事情,就算,身边,的,人,一个,一个个,个个,都,嫁,了,那么,再过,年,谁,还,会,在,我,身边,呢
2299	开放二胎	姚晨怀二胎，自曝11月就可以给儿子小土豆添个小伙伴了。恭喜觉得二胎可以取名叫小青椒，若一次生两，就再取一个小茄子，刚好凑一盘地三鲜	姚晨怀二胎 自曝 月就可以给儿子小土豆添个小伙伴了 恭喜觉得二胎可以取名叫小青椒 若一次生两 就再取一个小茄子 刚好凑一盘地三鲜	姚,晨,怀,二胎,自,曝,月,就,可以,给,儿子,小土,小土豆,土豆,添个,小伙,小伙伴,伙伴,了,恭喜,觉得,二胎,可以,取名,名叫,小,青椒,若,一次,次生,两,就,再,取,一个,小,茄子,刚好,凑,一盘,盘地,三鲜
2300	开放二胎	王大妈年近70还要照顾瘫痪老伴，没精力带孩子。她两个儿子都放弃了生二胎，王大妈和老伴因此很内疚。都说年轻人生二胎压力大，有谁知道，有些老年人竟然也会背负巨大压力。根源还是因为社会服务水平较低。一旦哪一个环节跟不上，就搞得被动不已。	王大妈年近 还要照顾瘫痪老伴 没精力带孩子 她两个儿子都放弃了生二胎 王大妈和老伴因此很内疚 都说年轻人生二胎压力大 有谁知道 有些老年人竟然也会背负巨大压力 根源还是因为社会服务水平较低 一旦哪一个环节跟不上 就搞得被动不已 	王大妈,大妈,年近,还要,照顾,瘫痪,老伴,没,精力,带,孩子,她,两个,个儿,儿子,都,放弃,了,生二胎,二胎,王大妈,大妈,和,老伴,因此,很,内疚,都,说,年轻,年轻人,人生,生二胎,二胎,压力,大,有,谁知,知道,有些,老年,老年人,竟然,也,会,背负,巨大,压力,根源,还是,是因为,因为,社会,会服,服务,服务水平,水平,较,低,一旦,哪,一个,环节,跟不上,就,搞,得,被动,不已
2301	开放二胎	如果一对八零后夫妻完全按照我国的计划生育政策走的话，一切正常的话，作为独生子女他们要赡养彼此的父母，两个赡养四个。再加上自己的两个孩子，他们将要赡养四个老人和养育两个孩子。。。嗯。。。有点悲催的#全面二胎##二孩政策全面放开#	如果一对八零后夫妻完全按照我国的计划生育政策走的话 一切正常的话 作为独生子女他们要赡养彼此的父母 两个赡养四个 再加上自己的两个孩子 他们将要赡养四个老人和养育两个孩子 嗯 有点悲催的 全面二胎 二孩政策全面放开 	如果,一对,八,零,后,夫妻,完全,按照,我国,的,计划,计划生育,生育,政策,走,的话,一切,一切正常,正常,的话,作为,独生,独生子,独生子女,生子,子女,他们,要,赡养,彼此,的,父母,两个,赡养,四个,再加,加上,上自,自己,的,两个,孩子,他们,将要,赡养,四个,老人,和,养育,两个,孩子,嗯,有点,悲,催,的,全面,二胎,二,孩,政策,全面,放开
2302	开放二胎	有没有人告诉我生孩子的正确流程是什么？被开放二胎搅的乱七八糟的医院瞎跑白眼遭受好多	有没有人告诉我生孩子的正确流程是什么 被开放二胎搅的乱七八糟的医院瞎跑白眼遭受好多	有没有,没有,有人,告诉,我,生,孩子,的,正确,流程,是,什么,被,开放,二胎,搅,的,乱七八糟,七八,糟,的,医院,瞎,跑,白眼,遭受,好多
2303	开放二胎	早上开会提到，今年全面开放二胎政策，晚婚假也取消了，也就说，婚假只有三天。而这，并没有加快我把自己嫁出去的步伐，而是更加的不想结婚给国家人口添堵，自己添堵。#取消晚婚假##取消晚婚假，10天变3天#	早上开会提到 今年全面开放二胎政策 晚婚假也取消了 也就说 婚假只有三天 而这 并没有加快我把自己嫁出去的步伐 而是更加的不想结婚给国家人口添堵 自己添堵 取消晚婚假 取消晚婚假 天变 天 	早上,开会,提到,今年,全面,开放,二胎,政策,晚婚,婚假,也,取消,了,也,就,说,婚假,只有,三天,而,这,并,没有,有加,加快,我,把,自己,嫁出,嫁出去,出去,的,步伐,而是,更加,的,不想,结婚,给,国家,家人,人口,添堵,自己,添堵,取消,晚婚,婚假,取消,晚婚,婚假,天变,天
2304	开放二胎	曾经为了推行计划生育，“多子多福”的观念被批为糟粕，虽然说多子未必多福，但是一个民族后继无人、注定是悲剧。全面放开二胎是与时俱进、以人为本、因时制宜的阳光政策。	曾经为了推行计划生育 多子多福 的观念被批为糟粕 虽然说多子未必多福 但是一个民族后继无人 注定是悲剧 全面放开二胎是与时俱进 以人为本 因时制宜的阳光政策 	曾经,为了,推行,计划,计划生育,生育,多子,多福,的,观念,被,批,为,糟粕,虽然,说,多子,未必,多福,但是,一个,民族,后继,后继无人,无人,注定,是,悲剧,全面,放开,二胎,是,与时俱进,以人为本,人为,本,因时,因时制宜,制宜,的,阳光,政策
2305	开放二胎	生个孩子那么难，那么受罪，真想不通那些要二胎的人脑子是不是进水了。女人就是给自己找事 |乌苏市	生个孩子那么难 那么受罪 真想不通那些要二胎的人脑子是不是进水了 女人就是给自己找事 乌苏市	生,个,孩子,那么,难,那么,受罪,真,想不通,不通,那些,要,二胎,的,人脑,脑子,是不是,不是,进水,了,女人,就是,给,自己,找事,乌苏,乌苏市
2306	开放二胎	心想事成啦 医生说和我一样 是个女孩 可以以后生二胎啦 去做四维 提前一个月就预约了 结果还得等 我说退钱去别的医院呀 立马说给我做 交了330 最后给做的660的高清四维 私立医院也不咋滴呢一直捂着脸 走了一个多小时才让看 每天幻想她的长相 终于看到了 小美女 么么哒 健康的和我见面哦#孕23周#	心想事成啦 医生说和我一样 是个女孩 可以以后生二胎啦 去做四维 提前一个月就预约了 结果还得等 我说退钱去别的医院呀 立马说给我做 交了 最后给做的 的高清四维 私立医院也不咋滴呢一直捂着脸 走了一个多小时才让看 每天幻想她的长相 终于看到了 小美女 么么哒 健康的和我见面哦 孕 周 	心想,心想事成,啦,医生,说,和,我,一样,是,个,女孩,可以,以后,后生,生二胎,二胎,啦,去,做,四维,提前,一个,一个月,就,预约,了,结果,还,得,等,我,说,退钱,去,别的,医院,呀,立马,说,给,我,做,交,了,最后,给,做,的,的,高清,四维,私立,医院,也,不,咋,滴,呢,一直,捂着,捂着脸,走,了,一个,一个多,小时,才,让,看,每天,幻想,她,的,长相,终于,看到,了,小美女,美女,么,么,哒,健康,的,和,我,见面,哦,孕,周
2307	开放二胎	昨晚干到五点 上午继续上班 饭都吃不下 好难受好难受  话说开放二胎以来很多同事不是宫外孕就是宝宝不好！工作环境生活环境都这么差！唉… |宜春·敖阳...	昨晚干到五点 上午继续上班 饭都吃不下 好难受好难受 话说开放二胎以来很多同事不是宫外孕就是宝宝不好 工作环境生活环境都这么差 唉 宜春 敖阳 	昨晚,干,到,五点,上午,继续,上班,饭,都,吃不下,不下,好,难受,好,难受,话,说,开放,二胎,以来,很多,同事,不是,宫外孕,就是,宝宝,不好,工作,环境,生活,环境,都,这么,差,唉,宜春,敖,阳
2308	开放二胎	研招成绩陆续发布，许多人开始回忆起自己考研的日子。在这个开放二胎，取消晚婚假的年代，人类开始徘徊，读完以后即成剩男剩女，得不偿失。然而他们应该知道，中国十三亿人口，研究生也就几百万，结婚生子早晚人人可以做到，读研却不是。当然，赚大钱，当大官也不是。	研招成绩陆续发布 许多人开始回忆起自己考研的日子 在这个开放二胎 取消晚婚假的年代 人类开始徘徊 读完以后即成剩男剩女 得不偿失 然而他们应该知道 中国十三亿人口 研究生也就几百万 结婚生子早晚人人可以做到 读研却不是 当然 赚大钱 当大官也不是 	研,招,成绩,陆续,发布,许多,人,开始,回忆,回忆起,忆起,自己,考研,的,日子,在,这个,开放,二胎,取消,晚婚,婚假,的,年代,人类,开始,徘徊,读完,以后,即成,剩,男,剩,女,得不偿失,然而,他们,应该,知道,中国,十三,十三亿,三亿,三亿人,人口,研究,研究生,也,就,几百,几百万,百万,结婚,婚生子,生子,早晚,人人,可以,做到,读研,却,不是,当然,赚大钱,大钱,当,大官,也,不是
2309	开放二胎	张艺谋缴清全额超生罚款后，中国政府允许鼓励生二胎。	张艺谋缴清全额超生罚款后 中国政府允许鼓励生二胎 	张艺谋,缴清,全额,超生,罚款,后,中国,中国政府,国政,政府,允许,鼓励,生二胎,二胎
2310	开放二胎	听到的最感人的二胎解释：在这个充满竞争、人情冷漠、功利的年代，父母最重要的不只是给孩子留下钱和房产，更是给ta留下一个亲人……	听到的最感人的二胎解释 在这个充满竞争 人情冷漠 功利的年代 父母最重要的不只是给孩子留下钱和房产 更是给 留下一个亲人 	听到,的,最,感人,的,二胎,解释,在,这个,充满,竞争,人情,冷漠,功利,的,年代,父母,最重,重要,的,不,只是,给,孩子,留下,钱,和,房产,更是,给,留下,一个,亲人
2311	开放二胎	什么是单身狗，就是科室聚餐的时候，人家讲二胎，而我，一脸懵逼傻笑没话说	什么是单身狗 就是科室聚餐的时候 人家讲二胎 而我 一脸懵逼傻笑没话说	什么,是,单身,狗,就是,科室,聚餐,的,时候,人家,讲,二胎,而,我,一脸,懵,逼,傻笑,没话说
2312	开放二胎	-有社会法则规定到了适婚年龄就一定要恋爱结婚么？那到了平均寿命的人是不是都要去死？全面开放二胎政策，生了一胎的就都得再生一个？我不想因为家里人催促而结婚、不想因为对方条件殷实而结婚…我只希望、我结婚是因为爱情。哪来的该结婚的年龄，不应该只有该结婚的感情么？！	 有社会法则规定到了适婚年龄就一定要恋爱结婚么 那到了平均寿命的人是不是都要去死 全面开放二胎政策 生了一胎的就都得再生一个 我不想因为家里人催促而结婚 不想因为对方条件殷实而结婚 我只希望 我结婚是因为爱情 哪来的该结婚的年龄 不应该只有该结婚的感情么 	有,社会,法则,规定,到,了,适婚,适婚年龄,年龄,就,一定,定要,恋爱,结婚,么,那,到,了,平均,平均寿命,寿命,的,人,是不是,不是,都,要,去,死,全面,开放,二胎,政策,生,了,一胎,的,就,都,得,再生,一个,我,不想,因为,家里,家里人,里人,催促,而,结婚,不想,因为,对方,条件,殷实,而,结婚,我,只,希望,我,结婚,是因为,因为,爱情,哪,来,的,该,结婚,的,年龄,不应,应该,只有,该,结婚,的,感情,么
2313	开放二胎	自从开放二胎，老大的日子一天不如一天了 |秒拍视频（使用#秒拍#录制）	自从开放二胎 老大的日子一天不如一天了 秒拍视频 使用 秒拍 录制 	自从,开放,二胎,老大,的,日子,一天,不如,如一,一天,了,秒,拍,视频,使用,秒,拍,录制
2314	开放二胎	网上很火的一张孕妇怀孕时内脏器官被胎儿挤压而移位的动图……母亲太伟大！！！	网上很火的一张孕妇怀孕时内脏器官被胎儿挤压而移位的动图 母亲太伟大 	网上,很,火,的,一张,孕妇,怀孕,时,内脏,内脏器官,脏器,器官,被,胎儿,挤压,而,移位,的,动,图,母亲,太,伟大
2315	开放二胎	我觉得 国家不应该执行要二胎 应该执行一妻多夫制 一来呢减少光棍了 二来吧几个人一起养家 负担没那么重了 三来吧想给老婆买个6S 几个人出点钱就合伙买了 什么貂了皮了都不成问题 四来吧减少出轨率和离婚率 每个女人都有好几个丈夫 谁还出轨呀 男的想出轨也难 对方女的有好几个丈夫 哪还顾得上要你呀	我觉得 国家不应该执行要二胎 应该执行一妻多夫制 一来呢减少光棍了 二来吧几个人一起养家 负担没那么重了 三来吧想给老婆买个 几个人出点钱就合伙买了 什么貂了皮了都不成问题 四来吧减少出轨率和离婚率 每个女人都有好几个丈夫 谁还出轨呀 男的想出轨也难 对方女的有好几个丈夫 哪还顾得上要你呀	我,觉得,国家,不应,应该,执行,要,二胎,应该,执行,一妻多夫,多夫,多夫制,一来,呢,减少,光棍,了,二来,吧,几个,个人,一起,养家,负担,没,那么,重,了,三,来,吧,想,给,老婆,买,个,几个,个人,出点,钱,就,合伙,买,了,什么,貂,了,皮,了,都,不成,不成问题,成问题,问题,四,来,吧,减少,出轨,率,和,离婚,离婚率,每个,女人,都,有,好几,好几个,几个,丈夫,谁,还,出轨,呀,男,的,想出,出轨,也,难,对方,女,的,有,好几,好几个,几个,丈夫,哪,还,顾得上,要,你,呀
2316	开放二胎	我在后面坐着，前面是我儿子和我老公，没有空位	我在后面坐着 前面是我儿子和我老公 没有空位	我,在,后面,坐,着,前面,是,我,儿子,和,我,老公,没有,有空,空位
2317	开放二胎	全面二胎政策一出，村口的计划生育标语全部刷新。。	全面二胎政策一出 村口的计划生育标语全部刷新 	全面,二胎,政策,一出,村口,的,计划,计划生育,生育,标语,全部,刷新
2318	开放二胎	我等驱魔少年等的好心焦！ 今年终于不用再把第一季翻出来重重复复看了！ 09年的时候看的！已经7年了！！！真的，同学二胎都生好了！！	我等驱魔少年等的好心焦 今年终于不用再把第一季翻出来重重复复看了 年的时候看的 已经 年了 真的 同学二胎都生好了 	我,等,驱,魔,少年,等,的,好心,心焦,今年,年终,终于,不用,再,把,第一,第一季,一季,翻出,翻出来,出来,重重,重复,复,看,了,年,的,时候,看,的,已经,年,了,真的,同学,二胎,都,生好,了
2319	开放二胎	#姚晨怀二胎# 今日，@姚晨 在电影《梦想合伙人》首映礼上宣布怀二胎，开心表示：“我积极响应国家的二胎政策，11月份的时候就要给小土豆添一个小伙伴了。”姚晨于2012年11月与曹郁结婚，12月宣布怀孕，第一胎儿子小土豆在2013年7月15日出生。如今姚晨又怀上二胎，恭喜大姚~	 姚晨怀二胎 今日 姚晨 在电影 梦想合伙人 首映礼上宣布怀二胎 开心表示 我积极响应国家的二胎政策 月份的时候就要给小土豆添一个小伙伴了 姚晨于 年 月与曹郁结婚 月宣布怀孕 第一胎儿子小土豆在 年 月 日出生 如今姚晨又怀上二胎 恭喜大姚 	姚,晨,怀,二胎,今日,姚,晨,在,电影,梦想,合伙,合伙人,首映,首映礼,上,宣布,怀,二胎,开心,表示,我,积极,积极响应,响应,国家,的,二胎,政策,月份,的,时候,就要,给,小土,小土豆,土豆,添,一个,小伙,小伙伴,伙伴,了,姚,晨,于,年,月,与,曹,郁结,结婚,月,宣布,怀孕,第一,第一胎,一胎,胎儿,儿子,小土,小土豆,土豆,在,年,月,日出,出生,如今,姚,晨,又,怀上,二胎,恭喜,大姚
2320	开放二胎	#姚晨怀二胎# 姚晨 宣布11月就可以给小土豆添个小伙伴了！恭喜恭喜～ |小咖秀	 姚晨怀二胎 姚晨 宣布 月就可以给小土豆添个小伙伴了 恭喜恭喜 小咖秀	姚,晨,怀,二胎,姚,晨,宣布,月,就,可以,给,小土,小土豆,土豆,添个,小伙,小伙伴,伙伴,了,恭喜,恭喜,小,咖,秀
2321	开放二胎	我在想一个问题，在国家实行计划生育的时候，如果要是有超生的或者初生儿为男孩的，二胎就要收社会抚养费。那么现在国家全面放开二胎政策，而想要二胎的家庭随着物价上涨，医疗，教育，生活的压力，那么国家是不是也得多少支持一下苦逼的青年怎样养二胎带来的所谓的各种压力！	我在想一个问题 在国家实行计划生育的时候 如果要是有超生的或者初生儿为男孩的 二胎就要收社会抚养费 那么现在国家全面放开二胎政策 而想要二胎的家庭随着物价上涨 医疗 教育 生活的压力 那么国家是不是也得多少支持一下苦逼的青年怎样养二胎带来的所谓的各种压力 	我,在,想,一个,问题,在,国家,实行,计划,计划生育,生育,的,时候,如果,要是,有,超生,的,或者,初生,初生儿,生儿,为,男孩,的,二胎,就要,收,社会,抚养,抚养费,那么,现在,国家,全面,放开,二胎,政策,而,想要,二胎,的,家庭,随着,物价,物价上涨,上涨,医疗,教育,生活,的,压力,那么,国家,是不是,不是,也,得,多少,支持,一下,苦,逼,的,青年,怎样,养,二胎,带来,的,所谓,的,各种,压力
2322	开放二胎	小兮儿真叫人操碎了心，为什么要生二胎！这个时候我明明应该去西藏旅行了！可是，从今往后，我还能去哪儿！但是，生两个孩子明明就是我从小到大一直的理想啊！不是实现了吗！可是，前路艰辛，我只能选择爱她们，竭尽精力爱她们！	小兮儿真叫人操碎了心 为什么要生二胎 这个时候我明明应该去西藏旅行了 可是 从今往后 我还能去哪儿 但是 生两个孩子明明就是我从小到大一直的理想啊 不是实现了吗 可是 前路艰辛 我只能选择爱她们 竭尽精力爱她们 	小,兮,儿,真叫人,操,碎了心,为什么,什么,要,生二胎,二胎,这个,时候,我,明明,应该,去,西藏,旅行,了,可是,从今,从今往后,往后,我,还,能,去,哪儿,但是,生,两个,孩子,明明,就是,我,从小,从小到大,一直,的,理想,啊,不是,实现,了,吗,可是,前路,艰辛,我,只能,选择,爱,她们,竭尽,精力,爱,她们
